,symbol,metric,value
2801,PTC,Open,111.44
2802,PTC,Bid,108.78 x 1400
2803,PTC,Ask,112.25 x 1000
2804,PTC,Day's Range,108.40 - 112.01
2805,PTC,52 Week Range,105.49 - 153.73
2806,PTC,Volume,"1,131,413"
2807,PTC,Avg. Volume,"830,088"
2808,PEG,Previous Close,62.72
2809,PEG,Open,62.65
2810,PEG,Bid,0.00 x 800
2811,PEG,Ask,0.00 x 900
2812,PEG,Day's Range,62.23 - 62.79
2813,PEG,52 Week Range,53.77 - 65.33
2814,PEG,Volume,"1,312,429"
2815,PEG,Avg. Volume,"1,955,386"
2816,PSA,Previous Close,327.02
2817,PSA,Open,330.62
2818,PSA,Bid,334.06 x 900
2819,PSA,Ask,334.36 x 900
2820,PSA,Day's Range,328.61 - 334.95
2821,PSA,52 Week Range,212.22 - 340.95
2822,PSA,Volume,"131,185"
2823,PSA,Avg. Volume,"599,538"
2824,PHM,Previous Close,52.25
2825,PHM,Open,52.54
2826,PHM,Bid,52.81 x 800
2827,PHM,Ask,52.84 x 800
2828,PHM,Day's Range,51.68 - 52.93
2829,PHM,52 Week Range,39.92 - 63.91
2830,PHM,Volume,"1,200,373"
2831,PHM,Avg. Volume,"2,445,759"
2832,PVH,Previous Close,100.77
2833,PVH,Open,101.15
2834,PVH,Bid,99.01 x 1100
2835,PVH,Ask,99.80 x 1300
2836,PVH,Day's Range,96.96 - 102.40
2837,PVH,52 Week Range,78.76 - 125.42
2838,PVH,Volume,"1,550,017"
2839,PVH,Avg. Volume,"872,966"
2840,QRVO,Previous Close,149.18
2841,QRVO,Open,150.27
2842,QRVO,Bid,149.87 x 800
2843,QRVO,Ask,150.00 x 900
2844,QRVO,Day's Range,147.88 - 151.90
2845,QRVO,52 Week Range,142.17 - 201.68
2846,QRVO,Volume,"1,564,550"
2847,QRVO,Avg. Volume,"1,216,988"
2848,PWR,Previous Close,110.51
2849,PWR,Open,111.15
2850,PWR,Bid,113.55 x 900
2851,PWR,Ask,118.44 x 800
2852,PWR,Day's Range,110.60 - 115.92
2853,PWR,52 Week Range,66.75 - 124.69
2854,PWR,Volume,"1,506,166"
2855,PWR,Avg. Volume,"1,125,108"
2856,QCOM,Previous Close,177.03
2857,QCOM,Open,178.04
2858,QCOM,Bid,176.11 x 800
2859,QCOM,Ask,176.49 x 800
2860,QCOM,Day's Range,173.75 - 180.25
2861,QCOM,52 Week Range,122.17 - 188.77
2862,QCOM,Volume,"12,111,796"
2863,QCOM,Avg. Volume,"10,071,776"
2864,DGX,Previous Close,151.24
2865,DGX,Open,150.92
2866,DGX,Bid,155.48 x 900
2867,DGX,Ask,155.52 x 800
2868,DGX,Day's Range,151.82 - 155.81
2869,DGX,52 Week Range,113.36 - 160.56
2870,DGX,Volume,"783,789"
2871,DGX,Avg. Volume,"1,336,775"
2872,RL,Previous Close,119.14
2873,RL,Open,120.13
2874,RL,Bid,117.00 x 800
2875,RL,Ask,117.19 x 1000
2876,RL,Day's Range,115.19 - 120.85
2877,RL,52 Week Range,93.80 - 142.06
2878,RL,Volume,"333,351"
2879,RL,Avg. Volume,"880,667"
2880,RJF,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2881,RTX,Previous Close,81.66
2882,RTX,Open,81.61
2883,RTX,Bid,81.15 x 900
2884,RTX,Ask,81.20 x 1400
2885,RTX,Day's Range,80.12 - 82.11
2886,RTX,52 Week Range,65.02 - 92.32
2887,RTX,Volume,"6,005,484"
2888,RTX,Avg. Volume,"5,219,574"
2889,O,Previous Close,67.52
2890,O,Open,67.58
2891,O,Bid,67.05 x 800
2892,O,Ask,67.40 x 800
2893,O,Day's Range,66.83 - 67.88
2894,O,52 Week Range,55.23 - 72.29
2895,O,Volume,"3,918,078"
2896,O,Avg. Volume,"5,033,246"
2897,REG,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2898,REGN,Previous Close,634.00
2899,REGN,Open,637.77
2900,REGN,Bid,635.23 x 800
2901,REGN,Ask,635.00 x 1100
2902,REGN,Day's Range,623.12 - 641.79
2903,REGN,52 Week Range,441.00 - 686.62
2904,REGN,Volume,"637,536"
2905,REGN,Avg. Volume,"764,020"
2906,RF,Previous Close,22.63
2907,RF,Open,22.64
2908,RF,Bid,21.75 x 4000
2909,RF,Ask,22.36 x 1200
2910,RF,Day's Range,21.68 - 22.72
2911,RF,52 Week Range,15.07 - 24.89
2912,RF,Volume,"10,115,600"
2913,RF,Avg. Volume,"7,691,420"
2914,RSG,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2915,RMD,Previous Close,266.48
2916,RMD,Open,266.00
2917,RMD,Bid,262.00 x 800
2918,RMD,Ask,0.00 x 800
2919,RMD,Day's Range,262.01 - 266.18
2920,RMD,52 Week Range,179.37 - 301.34
2921,RMD,Volume,"421,720"
2922,RMD,Avg. Volume,"538,907"
2923,RHI,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2924,ROK,Previous Close,343.66
2925,ROK,Open,344.79
2926,ROK,Bid,345.24 x 1100
2927,ROK,Ask,345.32 x 1300
2928,ROK,Day's Range,340.94 - 346.44
2929,ROK,52 Week Range,237.14 - 353.43
2930,ROK,Volume,"1,022,088"
2931,ROK,Avg. Volume,"548,682"
2932,ROL,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2933,ROP,Previous Close,487.73
2934,ROP,Open,486.85
2935,ROP,Bid,453.81 x 900
2936,ROP,Ask,486.47 x 1100
2937,ROP,Day's Range,485.26 - 491.55
2938,ROP,52 Week Range,365.23 - 505.00
2939,ROP,Volume,"354,904"
2940,ROP,Avg. Volume,"338,042"
2941,ROST,Previous Close,110.56
2942,ROST,Open,110.77
2943,ROST,Bid,110.00 x 800
2944,ROST,Ask,110.32 x 800
2945,ROST,Day's Range,108.75 - 111.33
2946,ROST,52 Week Range,104.79 - 134.22
2947,ROST,Volume,"1,716,959"
2948,ROST,Avg. Volume,"1,908,861"
2949,RCL,Previous Close,68.88
2950,RCL,Open,68.00
2951,RCL,Bid,66.70 x 800
2952,RCL,Ask,66.89 x 800
2953,RCL,Day's Range,66.17 - 69.11
2954,RCL,52 Week Range,64.20 - 99.24
2955,RCL,Volume,"4,555,442"
2956,RCL,Avg. Volume,"3,705,828"
2957,SPGI,Previous Close,460.97
2958,SPGI,Open,462.69
2959,SPGI,Bid,420.00 x 1100
2960,SPGI,Ask,479.20 x 800
2961,SPGI,Day's Range,445.33 - 465.49
2962,SPGI,52 Week Range,303.50 - 476.17
2963,SPGI,Volume,"1,428,138"
2964,SPGI,Avg. Volume,"1,243,376"
2965,CRM,Previous Close,261.20
2966,CRM,Open,261.55
2967,CRM,Bid,258.00 x 1200
2968,CRM,Ask,258.65 x 1000
2969,CRM,Day's Range,251.70 - 261.75
2970,CRM,52 Week Range,201.51 - 311.75
2971,CRM,Volume,"8,944,026"
2972,CRM,Avg. Volume,"5,623,095"
2973,SBAC,Previous Close,358.34
2974,SBAC,Open,360.75
2975,SBAC,Bid,351.90 x 1200
2976,SBAC,Ask,352.09 x 800
2977,SBAC,Day's Range,347.98 - 361.82
2978,SBAC,52 Week Range,232.88 - 369.56
2979,SBAC,Volume,"282,139"
2980,SBAC,Avg. Volume,"513,860"
2981,SLB,Previous Close,29.32
2982,SLB,Open,29.83
2983,SLB,Bid,29.13 x 900
2984,SLB,Ask,29.72 x 1300
2985,SLB,Day's Range,28.81 - 29.95
2986,SLB,52 Week Range,21.08 - 36.87
2987,SLB,Volume,"9,687,862"
2988,SLB,Avg. Volume,"12,053,617"
2989,STX,Previous Close,105.11
2990,STX,Open,103.77
2991,STX,Bid,105.00 x 800
2992,STX,Ask,105.40 x 800
2993,STX,Day's Range,103.09 - 106.32
